GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
8600000US60632,60632,ZCTA5 60632,91357,2211,54110,2733,1324,327,379,181,4125,577,0,26,30204,2095,1215,334,723,253,492,194
8600000US60633,60633,ZCTA5 60633,13065,1073,8951,1092,3125,379,63,57,121,118,0,17,476,253,329,270,213,251,116,95
8600000US60634,60634,ZCTA5 60634,73119,1894,57863,1822,1207,493,126,101,2830,556,50,53,9806,1438,1237,315,441,205,796,243
8600000US60636,60636,ZCTA5 60636,40164,1679,861,288,37424,1577,15,23,113,92,9,14,1111,463,631,277,44,35,587,270
8600000US60637,60637,ZCTA5 60637,48851,1584,7822,675,37813,1500,159,183,1962,297,6,11,151,85,938,226,126,68,812,215
8600000US60638,60638,ZCTA5 60638,56812,1234,42301,1576,1652,405,23,19,651,287,0,26,10181,1454,2004,470,1124,384,880,330
8600000US60639,60639,ZCTA5 60639,92339,2297,29515,1763,14296,1135,140,94,808,286,44,45,45768,2363,1768,451,1017,328,751,264
8600000US60640,60640,ZCTA5 60640,64599,1588,40335,1445,11836,947,254,151,7601,833,46,47,1943,593,2584,543,196,107,2388,542
8600000US60641,60641,ZCTA5 60641,72460,2120,46030,1796,1910,446,133,91,3383,590,107,93,18362,1650,2535,483,1138,303,1397,345
8600000US60642,60642,ZCTA5 60642,19404,1062,14179,926,1722,316,44,49,1115,291,0,17,1733,771,611,174,99,67,512,158
8600000US60643,60643,ZCTA5 60643,50957,1394,11945,645,37444,1322,32,36,110,80,0,26,366,200,1060,340,271,176,789,249
8600000US60644,60644,ZCTA5 60644,49615,2227,1481,313,46687,2148,113,81,76,66,36,53,998,357,224,156,66,66,158,144
8600000US60645,60645,ZCTA5 60645,46290,2211,27833,2054,7615,1203,191,198,7246,939,6,25,2183,626,1216,452,209,146,1007,449
8600000US60646,60646,ZCTA5 60646,28367,1159,23749,1200,184,202,0,20,2896,611,0,20,737,383,801,320,221,166,580,268
8600000US60647,60647,ZCTA5 60647,87339,1950,67207,2062,5544,797,307,179,2287,419,14,21,9467,1016,2513,382,587,187,1926,379
8600000US60649,60649,ZCTA5 60649,45201,1776,1285,301,42306,1853,90,71,175,122,25,35,447,302,873,342,171,113,702,325
8600000US60651,60651,ZCTA5 60651,60938,2058,7171,932,38738,1936,275,231,189,108,0,26,13496,1555,1069,445,550,311,519,296
8600000US60652,60652,ZCTA5 60652,42337,1322,12463,1276,19939,1345,93,73,178,140,0,23,8812,1535,852,283,474,213,378,219
8600000US60653,60653,ZCTA5 60653,31038,914,1542,352,28443,875,17,25,293,130,18,20,281,123,444,137,54,47,390,128
8600000US60654,60654,ZCTA5 60654,16244,894,12437,697,745,304,100,99,1890,408,0,17,555,720,517,226,80,98,437,205
8600000US60655,60655,ZCTA5 60655,28022,793,24708,986,2140,362,60,51,449,282,0,20,321,205,344,145,39,39,305,135
8600000US60656,60656,ZCTA5 60656,28895,1237,24645,1220,264,132,71,87,2154,523,0,20,955,331,806,371,27,34,779,371
8600000US60657,60657,ZCTA5 60657,69444,1550,60182,1857,1840,372,101,112,4630,687,17,24,825,244,1849,355,172,110,1677,322
8600000US60659,60659,ZCTA5 60659,38788,1848,20195,1756,2890,666,117,86,12083,1664,0,23,2037,973,1466,445,588,265,878,433
8600000US60660,60660,ZCTA5 60660,41380,1376,27288,1289,6452,856,144,128,4649,651,27,53,1658,657,1162,299,268,121,894,285
8600000US60661,60661,ZCTA5 60661,8838,689,5662,662,521,238,20,33,2400,588,0,15,53,77,182,87,0,15,182,87
8600000US60706,60706,ZCTA5 60706,23259,298,21599,413,112,57,22,27,1072,318,0,20,314,150,140,97,62,76,78,68
8600000US60707,60707,ZCTA5 60707,42958,1071,30432,1223,3659,605,123,166,1644,525,0,23,5860,1022,1240,572,369,151,871,536
8600000US60803,60803,ZCTA5 60803,22991,493,16752,1004,3309,589,39,33,320,204,0,20,2178,820,393,222,106,95,287,198
8600000US60804,60804,ZCTA5 60804,84481,45,37007,2386,3379,704,582,246,317,164,34,45,41639,2396,1523,444,923,305,600,287
8600000US60805,60805,ZCTA5 60805,19924,26,15094,562,3907,526,0,17,149,177,0,17,480,256,294,146,0,17,294,146
8600000US60827,60827,ZCTA5 60827,28772,685,1589,289,26433,773,16,22,0,20,0,20,220,200,514,263,11,19,503,267
