GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
8600000US60634,60634,ZCTA5 60634,72718,1916,57136,1989,892,360,147,112,2714,519,63,72,10486,1286,1280,363,469,226,811,309
8600000US60636,60636,ZCTA5 60636,39918,1701,995,309,37487,1486,9,14,119,88,7,12,723,491,578,218,79,63,499,197
8600000US60637,60637,ZCTA5 60637,48270,1786,7938,577,37176,1609,86,62,2077,397,5,11,163,88,825,239,100,62,725,225
8600000US60638,60638,ZCTA5 60638,56033,1285,42497,1471,2099,449,24,19,676,332,0,27,8941,1321,1796,465,958,363,838,286
8600000US60639,60639,ZCTA5 60639,91934,2393,26761,1811,15088,1418,187,194,503,208,40,44,48052,2579,1303,333,762,280,541,167
8600000US60640,60640,ZCTA5 60640,64365,1677,38758,1377,11970,1166,230,142,8284,918,28,34,2620,759,2475,617,315,172,2160,616
8600000US60641,60641,ZCTA5 60641,70730,2073,43578,1822,1589,448,209,170,3059,564,110,91,19865,1901,2320,448,1105,352,1215,314
8600000US60642,60642,ZCTA5 60642,18312,917,13387,759,2095,435,64,57,913,244,0,18,1176,368,677,191,121,62,556,180
8600000US60643,60643,ZCTA5 60643,51836,1587,13003,1000,37540,1371,39,34,117,106,0,27,193,94,944,269,107,74,837,248
8600000US60644,60644,ZCTA5 60644,47631,2490,1507,314,45018,2461,96,68,152,131,0,24,743,331,115,61,38,44,77,49
8600000US60645,60645,ZCTA5 60645,46913,1918,26774,1885,7950,1215,190,200,7104,984,1,44,3423,783,1471,518,183,130,1288,518
8600000US60646,60646,ZCTA5 60646,28314,1203,23561,1213,272,206,16,25,2955,559,0,21,679,304,831,282,241,154,590,248
8600000US60647,60647,ZCTA5 60647,87146,2093,67351,1827,5534,775,192,101,2757,508,15,25,9479,1190,1818,326,386,141,1432,320
8600000US60649,60649,ZCTA5 60649,45444,1827,919,281,42875,1804,112,79,154,120,14,23,366,250,1004,508,208,91,796,500
8600000US60651,60651,ZCTA5 60651,61150,2207,8335,1053,39249,2181,209,183,111,82,0,27,12377,1516,869,314,370,171,499,267
8600000US60652,60652,ZCTA5 60652,42517,1703,12355,1218,20320,1490,121,145,190,120,0,24,8763,1255,768,238,459,171,309,167
8600000US60653,60653,ZCTA5 60653,31086,1241,1640,447,28402,1127,12,16,320,148,29,27,359,190,324,101,47,37,277,96
8600000US60654,60654,ZCTA5 60654,15885,802,12479,839,843,234,54,60,1536,372,0,18,543,367,430,194,82,84,348,179
8600000US60655,60655,ZCTA5 60655,28173,829,25280,819,2005,484,52,46,202,136,0,21,309,222,325,121,37,33,288,120
8600000US60656,60656,ZCTA5 60656,27468,1287,23539,1321,223,126,68,75,2085,483,0,21,839,290,714,289,20,28,694,285
8600000US60657,60657,ZCTA5 60657,68088,1553,59225,1571,1787,395,132,131,4610,655,20,29,757,195,1557,255,132,77,1425,239
8600000US60659,60659,ZCTA5 60659,39657,2138,20517,1849,2089,576,153,134,13061,1838,0,24,2428,983,1409,430,552,242,857,381
8600000US60660,60660,ZCTA5 60660,42060,1280,26619,1218,6320,774,117,106,5526,762,13,25,2159,625,1306,360,263,132,1043,365
8600000US60661,60661,ZCTA5 60661,7436,587,5146,490,457,241,20,33,1632,372,0,16,39,57,142,80,0,16,142,80
8600000US60706,60706,ZCTA5 60706,23284,333,21504,465,95,59,15,24,1122,375,0,21,384,208,164,110,47,56,117,98
8600000US60707,60707,ZCTA5 60707,42712,962,31214,1372,3230,551,117,122,1388,529,0,24,5638,1222,1125,473,276,158,849,453
8600000US60803,60803,ZCTA5 60803,22945,565,17177,934,3164,532,29,28,390,217,0,21,1932,750,253,166,54,65,199,152
8600000US60804,60804,ZCTA5 60804,84042,50,34920,2557,3030,713,543,273,258,160,35,57,43828,2672,1428,430,794,271,634,294
8600000US60805,60805,ZCTA5 60805,19903,37,14971,576,3809,432,0,18,207,198,0,18,532,275,384,234,137,163,247,114
8600000US60827,60827,ZCTA5 60827,28547,758,1650,254,26293,815,16,25,0,21,0,21,210,200,378,188,11,18,367,187
