GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
8600000US60610,60610,ZCTA5 60610,39345,1222,28847,1224,6720,819,101,100,2532,443,0,23,428,192,717,259,83,65,634,258
8600000US60611,60611,ZCTA5 60611,32198,1245,24530,1064,1069,338,51,83,5411,801,0,23,379,190,758,286,52,46,706,279
8600000US60612,60612,ZCTA5 60612,35332,1391,9055,539,21980,1249,41,59,1511,261,50,72,1837,487,858,212,287,149,571,163
8600000US60613,60613,ZCTA5 60613,50553,1756,42148,1767,2910,508,146,99,2979,513,3,6,840,337,1527,417,251,151,1276,399
8600000US60614,60614,ZCTA5 60614,70225,1463,59686,1379,3018,533,43,47,4866,534,30,29,606,220,1976,298,210,89,1766,281
8600000US60615,60615,ZCTA5 60615,40595,1263,11727,742,22898,999,127,106,3653,481,0,23,772,332,1418,270,226,140,1192,241
8600000US60616,60616,ZCTA5 60616,53331,1949,14923,1169,13568,1224,101,73,21677,1691,0,26,2000,591,1062,381,101,81,961,379
8600000US60617,60617,ZCTA5 60617,81227,2011,30899,1439,45555,1907,97,50,89,55,17,22,3308,647,1262,423,713,321,549,264
8600000US60618,60618,ZCTA5 60618,95218,2165,76981,2339,2347,474,146,94,6143,800,117,84,5959,948,3525,633,402,170,3123,601
8600000US60619,60619,ZCTA5 60619,62992,1912,955,359,60687,1964,20,22,154,111,20,31,295,139,861,328,157,158,704,294
8600000US60620,60620,ZCTA5 60620,69195,1967,1100,300,66537,1944,272,265,191,101,37,48,218,129,840,323,171,143,669,283
8600000US60621,60621,ZCTA5 60621,30496,1682,605,262,29020,1646,33,42,68,90,12,17,431,270,327,195,34,46,293,192
8600000US60622,60622,ZCTA5 60622,53680,1276,41132,1199,3778,565,144,166,2289,316,0,26,4462,848,1875,352,562,240,1313,268
8600000US60623,60623,ZCTA5 60623,88586,1966,35630,1985,28401,1258,233,131,96,69,0,26,23199,1872,1027,307,387,173,640,257
8600000US60624,60624,ZCTA5 60624,37665,1985,1320,361,34773,1742,19,18,108,78,22,34,1169,664,254,122,48,55,206,108
8600000US60625,60625,ZCTA5 60625,80676,2144,53120,1950,3981,865,112,90,11272,1271,41,60,8098,1209,4052,730,809,229,3243,708
8600000US60626,60626,ZCTA5 60626,49416,1608,29833,1289,12193,1205,73,72,2801,541,6,13,2773,686,1737,391,234,155,1503,395
8600000US60628,60628,ZCTA5 60628,67942,2327,2889,354,63906,2427,48,43,154,107,10,16,372,155,563,176,61,56,502,164
8600000US60629,60629,ZCTA5 60629,114129,2200,43074,2470,22536,1351,367,255,463,211,8,12,45389,2714,2292,478,1173,356,1119,298
8600000US60630,60630,ZCTA5 60630,57531,1816,41735,1353,853,322,102,75,6893,871,0,26,4976,1132,2972,604,857,266,2115,574
8600000US60631,60631,ZCTA5 60631,29566,839,26682,1030,295,255,11,16,778,222,17,27,716,396,1067,381,223,146,844,363
8600000US60632,60632,ZCTA5 60632,91644,2325,46484,2097,1617,516,1082,436,4913,653,15,16,35692,1801,1841,504,1117,354,724,288
8600000US60633,60633,ZCTA5 60633,13202,1050,9553,1171,2861,413,21,27,45,52,0,17,636,298,86,69,55,61,31,28
8600000US60634,60634,ZCTA5 60634,74901,1901,60005,2033,1086,509,204,136,3921,682,45,52,8198,1240,1442,419,760,314,682,250
8600000US60636,60636,ZCTA5 60636,34461,1686,937,229,31378,1556,18,21,106,111,8,12,1404,552,610,209,77,56,533,203
8600000US60637,60637,ZCTA5 60637,48006,1558,7646,539,36821,1587,228,235,2069,281,0,23,253,89,989,240,171,93,818,217
8600000US60638,60638,ZCTA5 60638,58990,1310,43130,1714,1984,386,179,170,380,150,0,26,11042,1469,2275,644,1158,510,1117,437
8600000US60639,60639,ZCTA5 60639,90767,2798,33698,2009,12024,937,221,111,1325,455,37,29,41254,2362,2208,516,1189,396,1019,297
8600000US60640,60640,ZCTA5 60640,68258,1779,44210,1388,11877,974,310,189,7574,821,47,48,2259,502,1981,334,202,132,1779,337
8600000US60641,60641,ZCTA5 60641,69954,1707,46882,1588,1685,274,250,156,3268,586,86,102,14664,1371,3119,504,1165,411,1954,367
8600000US60642,60642,ZCTA5 60642,19488,1161,13781,901,1756,338,0,17,1261,262,0,17,1815,788,875,233,191,100,684,196
8600000US60643,60643,ZCTA5 60643,51028,1526,11458,606,37272,1498,66,45,147,88,0,26,510,236,1575,535,315,321,1260,357
8600000US60644,60644,ZCTA5 60644,49051,2214,1921,399,45059,2112,60,56,34,55,60,67,1543,633,374,233,122,99,252,204
8600000US60645,60645,ZCTA5 60645,48269,1680,27541,1654,8528,1204,189,208,8071,1053,0,23,1923,558,2017,461,260,138,1757,449
8600000US60646,60646,ZCTA5 60646,27865,1037,23611,1061,246,158,6,13,2713,504,0,20,745,345,544,189,89,102,455,167
8600000US60647,60647,ZCTA5 60647,87707,2036,66653,1940,5901,740,294,150,2678,476,42,39,9006,996,3133,402,661,162,2472,366
8600000US60649,60649,ZCTA5 60649,44223,1785,1595,320,41337,1789,131,113,270,145,0,23,260,162,630,186,72,67,558,171
8600000US60651,60651,ZCTA5 60651,61828,2310,9164,1161,32826,1908,147,103,310,161,0,26,17775,1837,1606,575,564,405,1042,463
8600000US60652,60652,ZCTA5 60652,43582,1289,11459,1183,20510,1224,133,101,325,163,12,19,9717,1249,1426,565,587,372,839,458
8600000US60653,60653,ZCTA5 60653,31820,1065,1747,296,28674,1177,64,56,452,162,9,14,276,181,598,164,47,36,551,159
8600000US60654,60654,ZCTA5 60654,18148,958,14358,855,833,261,52,63,2194,490,0,17,139,100,572,210,46,56,526,209
8600000US60655,60655,ZCTA5 60655,28972,725,25846,743,2031,298,24,39,493,259,0,20,245,159,333,153,33,34,300,149
8600000US60656,60656,ZCTA5 60656,26896,988,22794,896,246,107,54,89,1655,323,25,40,1175,458,947,374,142,126,805,352
8600000US60657,60657,ZCTA5 60657,70103,1507,60743,1643,2021,365,98,89,4665,591,11,18,512,200,2053,320,170,99,1883,308
8600000US60659,60659,ZCTA5 60659,40442,1691,22090,1220,3428,881,242,229,10978,1222,0,23,1961,1017,1743,548,270,123,1473,537
8600000US60660,60660,ZCTA5 60660,42068,1370,28647,1185,5517,799,147,86,5038,519,6,12,1373,418,1340,249,291,111,1049,228
8600000US60661,60661,ZCTA5 60661,9697,790,5816,681,398,141,0,15,3198,570,0,15,16,25,269,118,38,61,231,97
8600000US60706,60706,ZCTA5 60706,23541,328,21277,551,151,69,2,10,1469,353,8,15,414,198,220,163,180,160,40,39
8600000US60707,60707,ZCTA5 60707,43250,1301,31485,1475,3834,654,164,131,1513,534,0,23,5127,1040,1127,372,470,240,657,269
8600000US60803,60803,ZCTA5 60803,22362,331,15408,889,4239,643,40,45,173,125,0,20,1823,667,679,367,369,279,310,230
8600000US60804,60804,ZCTA5 60804,83735,49,35029,2029,3087,716,560,312,619,256,5,10,43180,2260,1255,402,924,377,331,163
8600000US60805,60805,ZCTA5 60805,19796,47,13768,489,4902,481,0,17,141,160,0,17,639,280,346,186,76,71,270,176
8600000US60827,60827,ZCTA5 60827,28856,740,1409,403,26341,1034,22,34,42,47,0,20,456,370,586,334,12,19,574,340
