GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
8600000US60610,60610,ZCTA5 60610,37898,1260,27516,1134,6369,853,119,131,2953,596,0,24,454,209,487,195,115,78,372,176
8600000US60611,60611,ZCTA5 60611,29026,995,22818,1160,923,341,23,36,4332,727,0,21,424,285,506,201,0,21,506,201
8600000US60612,60612,ZCTA5 60612,35584,1536,9166,840,22382,1315,37,47,1827,368,0,24,1630,612,542,149,196,102,346,126
8600000US60613,60613,ZCTA5 60613,49201,1453,40289,1384,3258,541,87,63,3369,536,0,24,1031,418,1167,332,119,70,1048,334
8600000US60614,60614,ZCTA5 60614,67203,1989,58369,2022,2708,407,154,111,3867,529,0,27,966,305,1139,272,64,57,1075,265
8600000US60615,60615,ZCTA5 60615,41462,1509,11159,812,25569,1316,148,94,2578,495,0,24,904,378,1104,284,212,164,892,226
8600000US60616,60616,ZCTA5 60616,48994,1811,14215,866,12502,807,98,74,18286,1189,161,149,2302,628,1430,484,271,168,1159,453
8600000US60617,60617,ZCTA5 60617,84882,2559,28362,1400,46524,1899,106,74,250,159,111,149,8244,1278,1285,414,629,263,656,299
8600000US60618,60618,ZCTA5 60618,97389,2440,70518,2347,2639,618,368,280,4608,777,0,27,16775,2109,2481,467,665,253,1816,410
8600000US60619,60619,ZCTA5 60619,66254,1705,498,147,64697,1725,77,80,100,61,0,27,81,53,801,315,86,83,715,319
8600000US60620,60620,ZCTA5 60620,74245,2282,645,249,72649,2254,208,121,86,118,0,27,78,68,579,266,169,135,410,236
8600000US60621,60621,ZCTA5 60621,34418,1725,380,125,33491,1736,86,74,25,19,0,24,202,172,234,120,12,15,222,119
8600000US60622,60622,ZCTA5 60622,54676,1703,40685,1460,4748,775,144,66,1863,342,0,27,6040,970,1196,298,281,196,915,254
8600000US60623,60623,ZCTA5 60623,85203,2466,41536,2081,29174,1684,205,143,145,98,0,27,13488,1520,655,246,274,154,381,175
8600000US60624,60624,ZCTA5 60624,39398,1887,861,339,37891,1823,51,49,37,43,0,24,362,198,196,94,10,15,186,93
8600000US60625,60625,ZCTA5 60625,78685,2054,41229,1530,3409,595,263,176,10335,1069,94,91,20894,2290,2461,451,629,271,1832,469
8600000US60626,60626,ZCTA5 60626,52007,1931,27873,1675,13960,1139,118,131,3983,1075,14,22,4137,994,1922,387,231,118,1691,349
8600000US60628,60628,ZCTA5 60628,74001,2376,2627,481,69826,2367,47,53,240,162,0,27,618,312,643,279,53,42,590,276
8600000US60629,60629,ZCTA5 60629,111893,3295,37025,1987,27633,2030,552,335,847,337,0,27,43562,2512,2274,778,1724,744,550,223
8600000US60630,60630,ZCTA5 60630,56909,1795,41675,1696,655,336,236,149,5536,1028,0,27,7036,1202,1771,389,696,286,1075,319
8600000US60631,60631,ZCTA5 60631,29126,1072,26738,916,243,208,71,127,648,321,0,21,916,497,510,267,385,246,125,88
8600000US60632,60632,ZCTA5 60632,90911,2238,57004,2647,1652,529,250,145,3763,676,0,27,27479,1959,763,266,444,244,319,149
8600000US60633,60633,ZCTA5 60633,13757,935,8569,843,3821,640,48,46,105,100,0,18,850,375,364,270,241,257,123,92
8600000US60634,60634,ZCTA5 60634,73251,1662,56006,1964,1084,471,119,110,2921,616,69,79,11312,1379,1740,442,908,336,832,313
8600000US60636,60636,ZCTA5 60636,40068,1564,1127,417,37847,1687,21,24,44,40,0,24,507,356,522,224,67,66,455,219
8600000US60637,60637,ZCTA5 60637,47110,1681,7610,610,36676,1550,104,58,1866,393,7,13,182,91,665,165,61,45,604,167
8600000US60638,60638,ZCTA5 60638,54733,1321,41117,1440,2216,536,97,151,583,352,0,27,9202,1404,1518,443,1051,385,467,186
8600000US60639,60639,ZCTA5 60639,90763,2592,27476,2339,16135,1430,183,163,611,282,13,22,45162,2670,1183,371,728,248,455,240
8600000US60640,60640,ZCTA5 60640,65198,2036,38295,1597,12268,1062,303,168,8495,887,0,27,3536,847,2301,630,316,198,1985,571
8600000US60641,60641,ZCTA5 60641,71294,2202,42401,2190,1889,562,218,176,3102,679,77,88,21485,1954,2122,484,841,293,1281,398
8600000US60642,60642,ZCTA5 60642,18743,1014,13396,913,2471,537,101,69,1051,272,0,18,1230,423,494,149,56,41,438,143
8600000US60643,60643,ZCTA5 60643,49842,1471,12366,684,36351,1453,63,36,169,103,0,24,239,218,654,238,96,62,558,224
8600000US60644,60644,ZCTA5 60644,47133,1949,1627,377,44635,1988,41,40,132,86,0,24,572,327,126,62,38,47,88,38
8600000US60645,60645,ZCTA5 60645,45977,1849,26061,1670,7756,1093,173,189,7213,1005,8,48,3442,958,1324,456,167,164,1157,426
8600000US60646,60646,ZCTA5 60646,27745,1358,22484,1279,463,270,21,30,2975,670,43,70,877,382,882,366,251,184,631,322
8600000US60647,60647,ZCTA5 60647,87237,2113,67135,2364,6076,942,181,121,2430,441,0,27,9374,1241,2041,418,574,216,1467,340
8600000US60649,60649,ZCTA5 60649,44516,1856,867,255,41975,1902,82,69,147,100,15,24,396,259,1034,425,154,85,880,417
8600000US60651,60651,ZCTA5 60651,63645,2426,9626,993,41781,2424,201,192,178,124,0,27,10831,1503,1028,320,324,146,704,286
8600000US60652,60652,ZCTA5 60652,42616,1644,12407,1118,21404,1361,152,179,156,108,0,24,7855,1084,642,253,321,198,321,164
8600000US60653,60653,ZCTA5 60653,31374,1271,1507,418,29092,1257,14,21,183,96,27,31,313,190,238,107,19,25,219,104
8600000US60654,60654,ZCTA5 60654,14607,733,11438,740,563,209,61,70,1548,355,0,18,627,376,370,204,66,90,304,182
8600000US60655,60655,ZCTA5 60655,28179,1054,25391,866,1982,491,30,33,185,175,0,21,310,189,281,149,69,90,212,107
8600000US60656,60656,ZCTA5 60656,27455,1397,23535,1443,230,121,46,53,2030,534,0,21,943,398,671,309,42,40,629,309
8600000US60657,60657,ZCTA5 60657,68280,1617,59488,1523,1850,461,155,151,4587,651,32,45,903,248,1265,264,112,93,1153,240
8600000US60659,60659,ZCTA5 60659,40153,2256,20948,1707,2531,881,123,106,11934,1852,0,24,3622,1075,995,404,424,253,571,302
8600000US60660,60660,ZCTA5 60660,41774,1454,25782,1294,7170,856,150,121,5243,684,29,37,2333,708,1067,320,254,123,813,306
8600000US60661,60661,ZCTA5 60661,7238,566,4977,608,547,310,15,23,1493,305,0,16,81,75,125,68,10,18,115,62
8600000US60706,60706,ZCTA5 60706,23148,361,21363,578,80,46,18,28,1204,437,0,21,259,159,224,141,37,46,187,135
8600000US60707,60707,ZCTA5 60707,42400,1064,30613,1160,2798,455,191,191,1302,470,0,24,6425,1097,1071,477,283,152,788,450
8600000US60803,60803,ZCTA5 60803,22842,386,17263,887,3076,637,12,12,540,301,0,21,1651,701,300,225,29,29,271,223
8600000US60804,60804,ZCTA5 60804,83924,77,30864,2146,3078,640,359,177,243,148,55,82,47688,2104,1637,473,1099,380,538,221
8600000US60805,60805,ZCTA5 60805,19852,26,14463,676,4191,624,0,18,258,244,0,18,703,311,237,139,90,113,147,77
8600000US60827,60827,ZCTA5 60827,28355,707,2362,505,25684,849,3,6,0,21,0,21,35,61,271,155,10,16,261,154
