GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
8600000US60615,60615,ZCTA5 60615,40257,1237,11401,785,23289,1112,135,121,3287,468,0,23,950,257,1195,231,223,110,972,220
8600000US60616,60616,ZCTA5 60616,52580,1735,14539,1124,13408,1182,90,80,21404,1418,0,26,1894,561,1245,433,168,122,1077,419
8600000US60617,60617,ZCTA5 60617,80002,2393,29548,1436,45280,2017,180,98,90,73,18,20,3821,699,1065,286,510,187,555,245
8600000US60618,60618,ZCTA5 60618,95632,2119,77910,1943,2410,417,340,297,5596,776,100,78,5977,1101,3299,588,503,200,2796,552
8600000US60619,60619,ZCTA5 60619,62822,1935,835,299,60772,1972,17,18,141,123,16,24,287,109,754,227,173,146,581,221
8600000US60620,60620,ZCTA5 60620,69299,2093,936,258,66942,2088,246,209,197,105,28,33,129,108,821,275,148,137,673,254
8600000US60621,60621,ZCTA5 60621,31383,1737,517,203,29904,1712,77,80,70,83,11,18,509,259,295,187,24,38,271,187
8600000US60622,60622,ZCTA5 60622,54467,1296,40528,1432,4318,825,157,149,2209,413,0,26,5502,1003,1753,342,563,230,1190,266
8600000US60623,60623,ZCTA5 60623,88137,2354,38170,1957,28227,1534,347,187,182,109,0,26,20293,1753,918,308,343,167,575,247
8600000US60624,60624,ZCTA5 60624,38134,1478,1058,250,35566,1379,43,32,53,44,25,40,1110,590,279,145,45,55,234,130
8600000US60625,60625,ZCTA5 60625,79157,2252,51468,2259,3534,721,154,126,11287,1157,71,94,8864,1034,3779,798,664,229,3115,748
8600000US60626,60626,ZCTA5 60626,50090,1650,30620,1467,12140,1316,152,145,3294,655,0,26,2055,571,1829,441,249,153,1580,412
8600000US60628,60628,ZCTA5 60628,68077,1969,2766,328,64115,1959,51,41,218,126,10,16,345,191,572,147,38,37,534,140
8600000US60629,60629,ZCTA5 60629,115104,2963,41175,2232,23243,1534,537,325,611,303,8,14,46963,2646,2567,515,1427,444,1140,338
8600000US60630,60630,ZCTA5 60630,57627,1731,41320,1255,817,282,143,103,6728,908,0,26,5570,1344,3049,674,1033,443,2016,604
8600000US60631,60631,ZCTA5 60631,28238,926,25800,948,277,223,5,12,739,252,18,31,546,250,853,390,208,140,645,365
8600000US60632,60632,ZCTA5 60632,91668,2474,47169,2302,1528,438,817,439,4327,507,16,20,36237,2184,1574,392,926,331,648,247
8600000US60633,60633,ZCTA5 60633,12817,981,8987,1008,2961,356,39,40,25,41,0,17,533,310,272,246,186,217,86,111
8600000US60634,60634,ZCTA5 60634,73382,1854,58222,1687,1235,637,146,93,3405,616,78,69,8791,1221,1505,320,667,273,838,212
8600000US60636,60636,ZCTA5 60636,35779,1644,778,193,32705,1471,11,17,112,101,10,14,1574,492,589,208,75,53,514,205
8600000US60637,60637,ZCTA5 60637,49158,1385,7562,556,38106,1467,175,179,1971,277,0,23,282,126,1062,284,166,83,896,276
8600000US60638,60638,ZCTA5 60638,57746,1255,42538,1570,1721,377,126,137,531,261,0,26,10571,1238,2259,687,1119,590,1140,370
8600000US60639,60639,ZCTA5 60639,90211,2113,30660,2181,11686,1004,286,142,921,277,31,29,44732,2623,1895,403,989,343,906,239
8600000US60640,60640,ZCTA5 60640,67088,1556,42432,1589,12573,1108,273,189,7557,1023,55,58,2351,485,1847,428,220,118,1627,401
8600000US60641,60641,ZCTA5 60641,70642,2133,45687,1910,1797,328,195,114,3102,539,114,103,17117,1654,2630,502,1034,358,1596,325
8600000US60642,60642,ZCTA5 60642,19508,921,14381,772,1875,405,17,26,999,212,0,17,1483,568,753,185,160,77,593,158
8600000US60643,60643,ZCTA5 60643,50507,1590,11720,692,36759,1539,28,24,86,67,0,26,494,267,1420,466,335,319,1085,296
8600000US60644,60644,ZCTA5 60644,49645,2219,1692,393,46188,2227,56,40,20,53,54,60,1288,519,347,217,130,91,217,179
8600000US60645,60645,ZCTA5 60645,47131,1587,27611,1696,8380,1278,234,223,7855,1047,0,23,1450,552,1601,385,170,111,1431,371
8600000US60646,60646,ZCTA5 60646,27454,940,23278,799,201,144,5,10,2790,579,0,20,630,293,550,209,83,95,467,179
8600000US60647,60647,ZCTA5 60647,88866,1937,67514,1689,5808,810,213,127,2490,420,40,33,9609,976,3192,423,729,206,2463,367
8600000US60649,60649,ZCTA5 60649,45218,2052,1701,361,42086,1917,148,118,250,150,0,23,374,184,659,205,102,72,557,197
8600000US60651,60651,ZCTA5 60651,61759,2172,8668,1158,34867,1882,59,79,305,159,0,26,16513,1766,1347,566,487,354,860,423
8600000US60652,60652,ZCTA5 60652,43228,1430,11614,973,20524,1245,123,115,320,161,12,20,9177,1225,1458,492,742,414,716,416
8600000US60653,60653,ZCTA5 60653,31045,1252,1591,313,28293,1230,61,51,376,171,14,17,191,134,519,139,42,37,477,127
8600000US60654,60654,ZCTA5 60654,17328,814,13451,874,927,313,51,59,2069,445,0,17,170,133,660,236,42,53,618,226
8600000US60655,60655,ZCTA5 60655,28741,694,25649,739,1863,301,30,41,435,208,0,20,337,207,427,158,35,35,392,152
8600000US60656,60656,ZCTA5 60656,27926,990,23471,1132,334,119,56,93,2046,579,15,23,1148,383,856,359,99,108,757,338
8600000US60657,60657,ZCTA5 60657,70105,1343,60714,1321,1847,364,105,115,4819,573,20,24,681,293,1919,350,189,95,1730,347
8600000US60659,60659,ZCTA5 60659,38995,1867,21482,1430,3247,918,125,113,10788,1361,0,23,1633,792,1720,548,454,212,1266,474
8600000US60660,60660,ZCTA5 60660,41490,1413,28140,1341,5800,749,132,101,5112,624,8,14,1102,312,1196,252,405,137,791,216
8600000US60661,60661,ZCTA5 60661,9343,711,5887,600,416,134,0,15,2811,572,0,15,16,25,213,114,34,55,179,92
8600000US60706,60706,ZCTA5 60706,23604,342,21381,521,125,72,11,17,1518,410,10,15,365,194,194,140,146,151,48,46
8600000US60707,60707,ZCTA5 60707,43451,1030,31198,1160,4360,644,313,256,1478,530,0,23,5202,1074,900,341,329,206,571,291
8600000US60803,60803,ZCTA5 60803,22762,518,15658,1198,3914,666,42,50,127,82,0,20,2482,1021,539,248,284,194,255,195
8600000US60804,60804,ZCTA5 60804,83972,31,37278,2309,3352,604,714,358,496,226,5,10,40922,2155,1205,340,776,258,429,230
8600000US60805,60805,ZCTA5 60805,19849,38,14076,584,4721,554,0,17,138,160,0,17,639,307,275,167,0,17,275,167
8600000US60827,60827,ZCTA5 60827,28864,652,1409,426,26464,912,20,29,42,48,0,20,378,329,551,267,15,24,536,272
